Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
49,0.0,"[0.5547122117338237, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665]","[0.4664899041719746, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665]","[0.20484478360484265, 0.10242239180242133, 0.153633587703632, 0.12802798975302665, 0.11522519077772399, 0.12162659026537531, 0.12482729000920098, 0.12642763988111383, 0.12722781481707024, 0.12762790228504844, 0.12782794601903755, 0.1279279678860321, 0.12797797881952938, 0.12800298428627802, 0.1279904815529037, 0.12799673291959085]",0.5287678504945665
50,0.0,"[0.6425343984304248, 0.6425343984304248, 0.6423668218672768, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159]","[-inf, 0.5678500088457547, 0.5678500088457547, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159, 0.6393593511351159]","[0.21684143248728305, 0.32526214873092457, 0.2710517906091038, 0.24394661154819341, 0.2574992010786486, 0.2642754958438762, 0.2608873484612624, 0.25919327476995546, 0.2600403116156089, 0.26046383003843565, 0.2602520708270223, 0.2601461912213156, 0.2600932514184623, 0.2601197213198889, 0.2601064863691756, 0.260099868893819]",0.6393593511351159
51,0.0,"[0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657]","[0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5619066852064657]","[0.1867120847754848, 0.28006812716322715, 0.23339010596935597, 0.2100510953724204, 0.1983815900739526, 0.2042163427231865, 0.20129896639856953, 0.20275765456087802, 0.20202831047972378, 0.2023929825203009, 0.20221064650001236, 0.20230181451015664, 0.2022562305050845, 0.2022790225076206, 0.20226762650635255, 0.20226192850571853]",0.5619066852064657
52,0.0,"[0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915]","[0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915, 0.568915087030915]","[0.1943636579623415, 0.29154548694351223, 0.24295457245292687, 0.26725002969821954, 0.2551023010755732, 0.24902843676425002, 0.24599150460858843, 0.24447303853075764, 0.24371380549184224, 0.24333418897238457, 0.2435239972321134, 0.24361890136197784, 0.24366635342691004, 0.24369007945937615, 0.2437019424756092, 0.24370787398372573]",0.568915087030915
53,0.0010001659393310547,"[0.6184175609448446, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377]","[0.5400719484934353, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6122944267069377]","[0.21336359957476816, 0.10668179978738408, 0.16002269968107613, 0.18669314962792216, 0.20002837460134515, 0.19336076211463366, 0.1966945683579894, 0.19502766523631154, 0.19586111679715046, 0.19627784257756992, 0.19648620546777967, 0.19659038691288455, 0.19664247763543696, 0.19666852299671317, 0.1966815456773513, 0.19667503433703223]",0.6122944267069377
54,0.0,"[0.6653011159725766, 0.654905515360739, 0.654905515360739, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389, 0.6549055153607389]","[0.5811325934342193, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739, 0.654905515360739]","[0.22945167089691207, 0.11472583544845603, 0.17208875317268404, 0.20077021203479806, 0.18642948260374104, 0.19359984731926955, 0.1971850296770338, 0.19897762085591592, 0.19808132526647487, 0.1985294730611954, 0.19875354695855565, 0.1988655839072358, 0.19892160238157586, 0.1989496116187459, 0.1989636162373309, 0.1989706185466234]",0.654905515360739
55,0.0,"[0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666, 0.6715020763756666]","[0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667, 0.6715020763756667]","[0.23421712023315208, 0.3513256803497281, 0.2927714002914401, 0.2634942602622961, 0.2781328302768681, 0.2854521152841541, 0.2891117577877971, 0.2909415790396186, 0.29002666841370783, 0.2904841237266632, 0.2907128513831409, 0.2908272152113798, 0.29077003329726037, 0.29079862425432007, 0.29081291973284995, 0.29082006747211486]",0.6715020763756667
56,0.0,"[0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407]","[0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407, 0.7001178868315407]","[0.21981842028191903, 0.32972763042287856, 0.2747730253523988, 0.30225032788763867, 0.28851167662001875, 0.2953810022538287, 0.2919463394369237, 0.29022900802847124, 0.2910876737326975, 0.2906583408805844, 0.2904436744545278, 0.2905510076675561, 0.2906046742740702, 0.2905778409708132, 0.2905644243191846, 0.2905711326449989]",0.7001178868315407
57,0.0010001659393310547,"[0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109]","[0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109, 0.6199772343703109]","[0.1938898149768538, 0.29083472246528075, 0.24236226872106728, 0.266598495593174, 0.27871660902922735, 0.2726575523112007, 0.275687080670214, 0.2741723164907074, 0.27341493440095405, 0.27303624335607735, 0.27322558887851567, 0.2731309161172965, 0.27317825249790606, 0.27320192068821086, 0.27319008659305843, 0.27318416954548225]",0.6199772343703109
58,0.0,"[0.588921192776684, 0.588921192776684, 0.5887788908678226, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096]","[0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096, 0.5868761445687096]","[0.22878203963118088, 0.11439101981559044, 0.17158652972338567, 0.20018428467728328, 0.21448316215423208, 0.22163260089270648, 0.22520732026194368, 0.22341996057732508, 0.22431364041963436, 0.22476048034078902, 0.2245370603802117, 0.22442535039992303, 0.22448120539006738, 0.2244532778949952, 0.2244672416425313, 0.22447422351629934]",0.5868761445687096
59,0.0,"[0.6514152375227147, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967]","[-inf, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967, 0.6422543692702967]","[0.19608284288398475, 0.29412426432597716, 0.34314497504697333, 0.3186346196864752, 0.3308897973667243, 0.32476220852659976, 0.3216984141065375, 0.3201665168965063, 0.31940056829149077, 0.31978354259399855, 0.31959205544274466, 0.3194963118671177, 0.31944844007930423, 0.3194245041853975, 0.3194364721323508, 0.31944245610582755]",0.6422543692702967
60,0.0,"[0.7769979272990667, 0.7427689848705292, 0.7256545136562604, 0.717097278049126, 0.7128186602455587, 0.7106793513437752, 0.7096096968928836, 0.7090748696674376, 0.7088074560547146, 0.7086737492483532, 0.7086068958451724, 0.7085734691435821, 0.7085567557927869, 0.7085483991173893, 0.7085442207796905, 0.7085421316108411]","[0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916]","[0.245592895467573, 0.1227964477337865, 0.06139822386689325, 0.030699111933446627, 0.015349555966723313, 0.007674777983361657, 0.0038373889916808283, 0.0019186944958404142, 0.0009593472479202071, 0.00047967362396010354, 0.00023983681198005177, 0.00011991840599002589, 5.995920299501294e-05, 2.997960149750647e-05, 1.4989800748753236e-05, 7.494900374376618e-06]",0.7085400424419916
61,0.0,"[0.49769267307615966, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812]","[0.4179471777020307, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812]","[0.18423228979963668, 0.09211614489981834, 0.1381742173497275, 0.11514518112477293, 0.10363066301229563, 0.10938792206853429, 0.11226655159665361, 0.11082723683259395, 0.11154689421462377, 0.11118706552360885, 0.11136697986911631, 0.11127702269636258, 0.11132200128273945, 0.11134449057592788, 0.1113557352225221, 0.11135011289922499]",0.4661506073154812
62,0.0010001659393310547,"[0.6620769185998194, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294, 0.6343283011524294]","[0.574182844030602, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296, 0.6343283011524296]","[0.2314397855768678, 0.1157198927884339, 0.17357983918265085, 0.1446498659855424, 0.15911485258409663, 0.15188235928481952, 0.15549860593445808, 0.15730672925927736, 0.15640266759686772, 0.15685469842807254, 0.15708071384367495, 0.15719372155147615, 0.15713721769757555, 0.15716546962452585, 0.157179595588001, 0.15718665856973857]",0.6343283011524296
63,0.0,"[0.6482135328618817, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419]","[0.5540511652208987, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419]","[0.2326751589462077, 0.11633757947310384, 0.17450636920965576, 0.20359076407793172, 0.2181329615120697, 0.21086186279500072, 0.2144974121535352, 0.21631518683280246, 0.21722407417243608, 0.2176785178422529, 0.21790573967716131, 0.21801935059461552, 0.21807615605334263, 0.21810455878270618, 0.21811876014738796, 0.21811165946504707]",0.6459262407647419
64,0.0,"[0.6861899361909236, 0.6419268448918684, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609958, 0.6334533612609957, 0.6334533612609957]","[0.5976637535928131, 0.5976637535928131, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957]","[0.2379421209963138, 0.1189710604981569, 0.05948553024907845, 0.08922829537361768, 0.10409967793588729, 0.09666398665475248, 0.09294614101418508, 0.09480506383446878, 0.09573452524461062, 0.09619925594968155, 0.09596689059714608, 0.09608307327341381, 0.09614116461154767, 0.09617021028061462, 0.09618473311514808, 0.09617747169788135]",0.6334533612609957
65,0.0,"[0.5336655044010233, 0.5336655044010233, 0.5336655044010233, 0.5336655044010233, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232]","[0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5336655044010232]","[0.17890237172960743, 0.26835355759441115, 0.2236279646620093, 0.24599076112821022, 0.23480936289510976, 0.24040006201165998, 0.2431954115699351, 0.24179773679079752, 0.24109889940122875, 0.24144831809601314, 0.24162302744340533, 0.24153567276970922, 0.2415793501065573, 0.24160118877498132, 0.2416121081091933, 0.24160664844208732]",0.5336655044010232
66,0.0010001659393310547,"[0.667172901300048, 0.6552175020155705, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792, 0.651953682619792]","[0.5867729850267435, 0.5867729850267435, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921, 0.6519536826197921]","[0.22709316252999043, 0.11354658126499521, 0.1703198718974928, 0.14193322658124402, 0.15612654923936842, 0.16322321056843062, 0.1596748799038995, 0.16144904523616505, 0.16233612790229784, 0.16277966923536424, 0.16300143990189742, 0.163112325235164, 0.1630568825685307, 0.16302916123521405, 0.16304302190187236, 0.16304995223520152]",0.6519536826197921
67,0.0,"[0.6333413404907613, 0.6236691246732028, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723]","[0.5788818527745545, 0.5788818527745545, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723, 0.6234372346794723]","[0.19917995090984536, 0.09958997545492268, 0.14938496318238403, 0.1742824570461147, 0.16183371011424935, 0.16805808358018204, 0.1649458968472157, 0.1633898034807325, 0.16261175679749093, 0.16300078013911173, 0.16280626846830132, 0.16290352430370653, 0.16295215222140913, 0.16292783826255783, 0.1629399952419835, 0.1629460737316963]",0.6234372346794723
68,0.0019998550415039062,"[0.481301627703425, 0.481301627703425, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685]","[-inf, 0.0, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685, 0.4750563518250685]","[0.17050874678025488, 0.25576312017038233, 0.21313593347531862, 0.23444952682285047, 0.22379273014908455, 0.2291211284859675, 0.23178532765440898, 0.23045322807018825, 0.23111927786229863, 0.23145230275835382, 0.23128579031032623, 0.23120253408631242, 0.23124416219831934, 0.23122334814231588, 0.23121294111431415, 0.23121814462831503]",0.4750563518250685
69,0.0,"[0.6543266833559678, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.636362265163452, 0.636362265163452, 0.636362265163452, 0.636362265163452, 0.636362265163452, 0.636362265163452, 0.636362265163452, 0.636362265163452]","[0.5784712970971391, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521, 0.6363622651634521]","[0.2204732105331136, 0.1102366052665568, 0.1653549078998352, 0.19291405921647442, 0.1791344835581548, 0.172244695728995, 0.16879980181441512, 0.16707735485712516, 0.16793857833577014, 0.16750796659644765, 0.1672926607267864, 0.167400313661617, 0.1673464871942017, 0.16737340042790935, 0.1673868570447632, 0.1673801287363363]",0.6363622651634521
70,0.0,"[0.7366089927869005, 0.7366089927869005, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645]","[-inf, 0.6277888432299322, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645, 0.7292346275067645]","[0.23621804563389315, 0.3543270684508397, 0.29527255704236643, 0.3247998127466031, 0.31003618489448476, 0.3026543709684256, 0.30634527793145516, 0.30819073141296993, 0.30726800467221255, 0.3077293680425912, 0.30796004972778057, 0.30807539057037525, 0.3080177201490779, 0.30798888493842924, 0.3079744673331049, 0.3079816761357671]",0.7292346275067645
71,0.0,"[0.6880426238059998, 0.6880426238059998, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083, 0.6813522384743083]","[-inf, 0.0, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084, 0.6813522384743084]","[0.23157206634558847, 0.3473580995183827, 0.2894650829319856, 0.31841159122518414, 0.3328848453717834, 0.3256482182984838, 0.3292665318351336, 0.3310756886034585, 0.33198026698762095, 0.3324325561797022, 0.3326587007757428, 0.3325456284777225, 0.33260216462673264, 0.3326304327012377, 0.33264456673849024, 0.332637499719864]",0.6813522384743084
72,0.0,"[0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956]","[0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956, 0.6932159973608956]","[0.229784096415504, 0.114892048207752, 0.172338072311628, 0.201061084363566, 0.215422590389535, 0.22260334340251953, 0.22619371990901177, 0.2279889081622579, 0.22888650228888097, 0.22843770522556944, 0.2286621037572252, 0.22854990449139734, 0.22860600412431126, 0.22863405394076824, 0.22862002903253975, 0.228627041486654]",0.6932159973608956
73,0.0,"[0.33489309799156025, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.32709608547633695, 0.32709608547633695, 0.32709608547633695, 0.32709608547633695, 0.32709608547633695, 0.32709608547633695, 0.32709608547633695, 0.32709608547633695]","[0.29130576254052915, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337, 0.327096085476337]","[0.11641377608616343, 0.05820688804308172, 0.08731033206462258, 0.101862054075393, 0.09458619307000779, 0.0982241235727004, 0.0964051583213541, 0.09549567569568095, 0.09504093438284436, 0.09481356372642608, 0.09492724905463522, 0.09498409171873978, 0.09501251305079207, 0.09502672371681822, 0.09503382904983129]",0.327096085476337
74,0.0,"[0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277, 0.6311047406603277]","[0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278, 0.6311047406603278]","[0.22971481380398368, 0.3445722207059755, 0.28714351725497955, 0.2584291655294816, 0.27278634139223057, 0.2656077534608561, 0.2691970474265433, 0.270991694409387, 0.2700943709179652, 0.2705430326636761, 0.2707673635365315, 0.27087952897295925, 0.2709356116911731, 0.27096365305028003, 0.2709776737298335, 0.27098468406961024]",0.6311047406603278
75,0.0,"[0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399]","[0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399, 0.5310041548478399]","[0.19723475997907636, 0.29585213996861454, 0.24654344997384545, 0.22188910497646092, 0.20956193247776864, 0.2033983462284225, 0.20031655310374943, 0.201857449666086, 0.2010870013849177, 0.20147222552550184, 0.20127961345520978, 0.20137591949035583, 0.20142407250792882, 0.20144814901671532, 0.20143611076232207, 0.2014421298895187]",0.5310041548478399
76,0.0009999275207519531,"[0.7278173844709129, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393]","[0.6640981787402245, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393]","[0.2297437504157446, 0.1148718752078723, 0.17230781281180846, 0.14358984400984037, 0.15794882841082442, 0.16512832061131644, 0.16871806671156245, 0.16692319366143943, 0.16782063018650095, 0.1673719119239702, 0.16714755279270482, 0.16725973235833752, 0.16720364257552117, 0.167175597684113, 0.1671615752384089, 0.16715456401555687]",0.7104622278085393
